id,level,word,meaning_en,meaning_tr,meaning_es,meaning_ar,full_entry,article,pos,plural,forms,examples,page
b1_1524,B1,in,in,içinde,en,في,in 1.,,preposition,,,Ich wohne in Frankfurt. || Meine Wohnung ist im dritten Stock. || Wollen wir heute ins Einkaufszentrum gehen? || Rufen Sie bitte in fünf Minuten noch einmal an. || Im Mai war ich in Urlaub. (D) (A: auf) || Wir sind in einer schwierigen Lage. || Meine Tochter kommt nächstes Jahr ins Gymnasium. (A) (D: aufs),51
b1_1525,B1,indem,by,ile,por,بواسطة,indem,,word,,,"Du kannst die Datei öffnen, indem du hier klickst.",51
b1_1526,B1,individuell,individually,bireysel olarak,individualmente,بشكل فردي,individuell,,word,,,"Die Lehrerin versucht, jedes Kind individuell zu fördern.",51
b1_1527,B1,"die Industrie, -n","the industry, -n","endüstri, -n","la industria, -n",الصناعة، -ن,"die Industrie, -n",die,noun,-n,,In dieser Gegend gibt es viel Industrie.,51
b1_1528,B1,"die Infektion, -en","the infection, -en","enfeksiyon, -tr","la infección, -es",العدوى، -en,"die Infektion, -en",die,noun,-en,,Sie haben eine Infektion. || Sie müssen Tabletten nehmen.,51
b1_1529,B1,"informieren, informiert,","inform, informed","bilgilendirmek, bilgilendirilmiş","informar, informado",أبلغ، أبلغ,"informieren, informiert, 1.",,word,,,Wir informieren Sie rechtzeitig über,51
b1_1530,B1,"informierte,",informed,bilgilendirilmiş,informado,أُبلغ,"informierte,",,word,,hat informiert,die neuen Prüfungstermine. || Du musst dich vor der Reise genau über die Bedingungen informieren.,51
b1_1531,B1,"die Information, -en1.","the information, -en1.","bilgi, -en1.","la información, -en1.",المعلومات -en1.,"die Information, -en1.",die,noun,-en1.,,"Bitte lesen Sie diese Informationen genau. || Wenn Sie Fragen haben, gehen Sie zur Information.",51
b1_1532,B1,"der Ingenieur, -e","the engineer, -e","mühendis, -e","el ingeniero, -e",المهندس -ه,"der Ingenieur, -e",der,noun,-e,,Hans will Bauingenieur werden.,51
b1_1533,B1,"der Inhalt, -e","the content, -e","içerik, -e","el contenido, -e",المحتوى، -ه,"der Inhalt, -e",der,noun,-e,,Geben Sie den Inhalt der Packung in einen Liter kochendes Wasser.,51
b1_1534,B1,inklusive,including,içermek,incluido,مشتمل,inklusive,,word,,,Der Zimmerpreis ist inklusive Frühstück.,51
b1_1535,B1,innen,inside,içeri,adentro,داخل,innen,,verb,,,Der Lichtschalter ist innen links.,51
b1_1536,B1,inner-,within,içinde,dentro,داخل,inner-,,word,,,"Wir müssen Sie untersuchen. || Es kann sein, dass Sie innere Verletzungen haben.",51
b1_1537,B1,innerhalb1.,within1.,içinde1.,dentro de 1.,داخل1.,innerhalb1.,,word,,,Diese Fahrkarte gilt nur innerhalb der Stadt. || Nach dem Umzug müssen Sie sich innerhalb einer Woche ummelden.,51
b1_1538,B1,"die Insel, -n","the island, -n","ada, -n","la isla, -n",الجزيرة، -ن,"die Insel, -n",die,noun,-n,,Ich würde dieses Mal gern auf einer Insel Ferien machen.,52
b1_1539,B1,"das Inserat, -e","the advertisement, -e","reklam, -e","el anuncio, -e",الإعلان، -ه,"das Inserat, -e",das,noun,-e,,Was kostet ein Inserat in der Zeitung?,52
b1_1540,B1,insgesamt,in total,toplamda,en total,في المجموع,insgesamt,,word,,,Insgesamt haben sich 20 Teilnehmer für die Prüfung angemeldet.,52
b1_1541,B1,"installieren, installiert,","install, installed","yüklemek, yüklü","instalar, instalado",تثبيت، تثبيت,"installieren, installiert,",,word,,,"Können Sie mir helfen, meinen",52
b1_1542,B1,"installierte, hat installiert","installed, has installed","kuruldu, kuruldu","instalado, ha instalado",تم التثبيت، تم التثبيت,"installierte, hat installiert",,word,,,Computer zu installieren?,52
b1_1543,B1,"das Institut, -e","the institute, -e","enstitü, -e","el instituto, -e",المعهد -ه,"das Institut, -e",das,noun,-e,,Ich besuche einen Sprachkurs in einem kleinen Sprachinstitut.,52
b1_1544,B1,"das Instrument, -e","the instrument, -e","enstrüman, -e","el instrumento, -e",الأداة، -ه,"das Instrument, -e",das,noun,-e,,Ich spiele Klavier. || Spielen Sie auch ein Musikinstrument?,52
b1_1545,B1,"integrieren, integriert, in-","integrate, integrated, in-","entegre, entegre, entegre","integrar, integrado, en-",دمج، متكامل، في-,"integrieren, integriert, in- 1.",,word,,,Sie ist schon sehr gut im Team,52
b1_1546,B1,"tegrierte, hat integriert","integrated, has integrated","bütünleşmiş, entegre olmuş","integrado, ha integrado",متكامل، متكامل,"tegrierte, hat integriert",,word,,,integriert. || Die Leute aus dem Ausland sollen besser integriert werden.,52
b1_1547,B1,"die Integration, -en","the integration, -en","entegrasyon, -tr","la integración, -es",التكامل، -en,"die Integration, -en",die,noun,-en,,Gute Deutschkenntnisse sollen bei der Integration helfen.,52
b1_1548,B1,intelligent,intelligent,zeki,inteligente,ذكي,intelligent,,word,,,Maria ist sehr intelligent. || Sie kann sehr gut rechnen.,52
b1_1549,B1,die Intelligenz,the intelligence,istihbarat,la inteligencia,الذكاء,die Intelligenz,die,noun,,,Meine Kinder haben in der Schule einen Intelligenztest gemacht.,52
b1_1550,B1,intensiv,intensive,yoğun,intensivo,كثيف,intensiv,,word,,,Ich möchte intensiv Deutsch lernen.,52
b1_1551,B1,"der Intensivkurs, -e","the intensive course, -e","yoğun kurs, -e","el curso intensivo, -e",الدورة المكثفة -ه,"der Intensivkurs, -e",der,noun,-e,,Der Intensivkurs findet täglich von 9 bis 12 Uhr statt.,52
b1_1552,B1,"interessieren, interessiert,","interested, interested","ilgilenen, ilgilenen","interesado, interesado",مهتم، مهتم,"interessieren, interessiert, 1.",,word,,,Das Thema Kindererziehung,52
b1_1553,B1,"interessierte,",interested,ilgili,interesado,مهتم,"interessierte,",,word,,hat interessiert,interessiert mich sehr. || Ich interessiere mich sehr für Fußball.,52
b1_1554,B1,interessant1.,interesting1.,ilginç1.,interesante1.,مثيرة للاهتمام1.,interessant1.,,word,,,Ich habe einen interessanten Bericht gelesen. || Den Artikel über Brasilien finde ich sehr interessant.,52
b1_1555,B1,"das Interesse, -n","the interest, -n","faiz, -n","el interés, -n",الفائدة، -ن,"das Interesse, -n",das,noun,-n,,"Ich habe viele Interessen: Sport, Lesen, Handarbeit, Tanzen",52
b1_1556,B1,interessiert,interested,ilgili,interesado,مهتم,interessiert,,word,,,Mein Nachbar zieht nächsten Monat aus. || Sind Sie noch an der Wohnung in- teressiert?,52
b1_1557,B1,interkulturell,intercultural,kültürlerarası,intercultural,بين الثقافات,interkulturell,,word,,,Wir haben in der Sprachschule ein interkulturelles Fest gefeiert.,52
b1_1558,B1,international,international,uluslararası,internacional,دولي,international 1.,,word,,,"Die Teilnehmenden in unserem Kurs sind ganz international: Silvana kommt aus Italien, Conchi aus Spanien, Yin aus China … || Der Professor war international bekannt.",52
b1_1559,B1,"das Interview, -s","the interview, -p","röportaj, -p","la entrevista, -p",المقابلة، -ص,"das Interview, -s",das,noun,-s,,Ich habe im Fernsehen ein interes- santes Interview mit zwei Schauspiel- ern gesehen.,52
b1_1560,B1,inzwischen,in the meantime,bu arada,mientras tanto,في هذه الأثناء,inzwischen,,verb,,,Herr Müller kommt gleich zurück. || Sie können inzwischen in seinem Büro warten.,52
b1_1561,B1,irgend-,somehow-,bir şekilde-,de alguna manera-,بطريقة ما-,irgend-,,word,,,,52
b1_1562,B1,irgendein,any,herhangi,cualquier,أي,irgendein,,word,,,"Was für einen Saft möchten Sie? || – Ganz egal, irgendeinen.",52
b1_1563,B1,irgendwann,sometime,bazen,a veces,في وقت ما,irgendwann,,word,,,Ich habe Sie irgendwann schon mal gesehen.,52
b1_1564,B1,sich irren,sich irren,yanılmak,engañarse,يكون مخطئا,"sich irren, irrt sich, 1.",,verb,,"irrt sich, 1.","Du irrst dich. || Das Auto war nicht grün,",52
b1_1565,B1,"irrte sich, hat sich geirrt","was wrong, was wrong","yanlıştı, yanlıştı","estaba mal, estaba mal",كان خطأ، كان خطأ,"irrte sich, hat sich geirrt",,word,,,sondern rot. || Ich habe mich in der Hausnummer geirrt.,52
b1_1566,B1,ja,Yes,Evet,Sí,نعم,ja 1.,,word,,,"Sind Sie verheiratet? || – Ja. || Hallo? || – Ja, bitte? || Wer spricht denn da? || Denk bitte daran, die Tür abzuschließen. || – Ja, ja, mach´ ich. || Heute Morgen um fünf hat es geschneit. || – Ja, wirklich? || Ich würde ja gern kommen, aber es geht wirklich nicht. || Du weißt ja, dass ich kein Bier trinke. || Gib mir bitte einen Tee. || Du bist hier in Berlin? || – Das ist ja eine Überraschung. || Steige bitte ja nicht auf den Stuhl!",52
b1_1567,B1,"die Jacke, -n","the jacket, -n","ceket, -n","la chaqueta, -n",السترة، -ن,"die Jacke, -n",die,noun,-n,,Zieh dir eine Jacke an. || Es ist kalt.,52
b1_1568,B1,"die Jause, -n (A) →D: Im-","the snack, -n (A) →D: Im-","atıştırmalık, -n (A) →D: Im-","la merienda, -n (A) →D: Im-",الوجبة الخفيفة، -n (A) →D: Im-,"die Jause, -n (A) →D: Im-",die,noun,-n (A) →D: Im-,,Es ist Zeit für eine kleine Jause.,52
b1_1569,B1,biss; CH: Znüni/Zvieri,bite; CH: Lunch/breakfast,ısırmak; CH: Öğle yemeği/kahvaltı,morder; CH: Almuerzo/desayuno,يعض؛ CH: الغداء / الإفطار,biss; CH: Znüni/Zvieri,,word,,,,52
b1_1570,B1,je,ever,durmadan,alguna vez,أبدًا,je 1.,,word,,,"Die Pullover kosten je nach Qualität zwischen 40 und 60 Euro. || Fahren Sie im Juni oder im Juli? || – Je nachdem, wann mein Mann Urlaub bekommt.",52
b1_1571,B1,je … desto …,the ... the …,... ...,el... el...,ال ... ال ...,je … desto …,,word,,,"Je länger ich Deutsch lerne, desto besser kann ich es verstehen.",52
b1_1572,B1,die Jeans (Pl.),the jeans (pl.),kot pantolon (pl.),los vaqueros (pl.),الجينز (ر.ل.),die Jeans (Pl.),die,noun,,,Nicht nur junge Leute tragen Jeans.,52
b1_1573,B1,"jeder, jedes, jede","everyone, everyone, everyone","herkes, herkes, herkes","todos, todos, todos",الجميع، الجميع، الجميع,"jeder, jedes, jede 1.",,word,,,Das Restaurant hat jeden Tag geöffnet. || Jedes Kind bekommt ein Spiel. || Die Prospekte bekommen Sie in jedem Reisebüro. || Im Supermarkt gibt es keine Schmerztabletten. || Das weiß doch jeder.,52
b1_1574,B1,jederzeit,at any time,herhangi bir zamanda,en cualquier momento,في أي وقت,jederzeit,,word,,,Sie können mich jederzeit anrufen.,53
b1_1575,B1,jedes Mal,jedes Mal,her zaman,cada vez,في كل مرة,jedes Mal,,word,,,Inge erzählt die Geschichte jedes Mal anders.,53
b1_1576,B1,jedoch,however,Yine de,sin embargo,لكن,jedoch,,word,,,"Sie ruft immer wieder an, jedoch ohne Erfolg.",53
b1_1577,B1,jemals,ever,durmadan,alguna vez,أبدًا,jemals,,word,,,"Hast du jemals von dem Problem gehört? || – Nein, nie.",53
b1_1578,B1,jemand,someone,birisi,alguien,شخص ما,jemand 1.,,word,,,"Hat jemand einen Bleistift für mich? || Kennst du jemand, der mir ein Fahrrad leihen kann?",53
b1_1579,B1,jetzt,now,Şimdi,ahora,الآن,jetzt 1.,,adverb,,,Ich muss jetzt gehen. || Bis jetzt hat alles gut geklappt. || Ab jetzt werde ich wieder öfter ins Fit- ness-Studio gehen. || Ich habe jetzt schon dreimal bei meinem Bruder angerufen. || Aber er ist nie da. || Über viele Dinge denke ich jetzt anders als früher.,53
b1_1580,B1,jeweils,respectively,sırasıyla,respectivamente,على التوالى,jeweils,,word,,,Der Kurs findet jeweils montags und donnerstags um 18 Uhr statt.,53
b1_1581,B1,"der Journalist, -en","the journalist, -en","gazeteci, -tr","el periodista, -es",الصحفي - أ,"der Journalist, -en",der,noun,-en,,Meine Tochter möchte Journalistin,53
b1_1582,B1,"die Journalistin, -nen","the journalist, -nen","gazeteci, -nen","el periodista, -nen",الصحفي -نين,"die Journalistin, -nen",die,noun,-nen,,werden.,53
b1_1583,B1,die Jugend,die Jugend,gençlik,la juventud,الشباب,die Jugend,die,noun,,,In meiner Jugend habe ich mich sehr für Musik interessiert.,53
b1_1584,B1,"der Jugendliche, -n","the young person, -n","genç kişi, -n","el joven, -n",الشاب، -ن,"der Jugendliche, -n 1.",der,noun,-n 1.,,Die Jugendlichen gehen gerne in die,53
b1_1585,B1,"die Jugendliche, -nen","the young people, -nen","gençler, -nen","los jóvenes, -nen",الشباب -نين,"die Jugendliche, -nen",die,noun,-nen,,Disko. || Der Eintritt ist für Kinder und Jugendliche bis 16 Jahre frei.,53
b1_1586,B1,"die Jugendherberge, -n","the youth hostel, -n","gençlik yurdu, -n","el albergue juvenil, -n",نزل الشباب، -ن,"die Jugendherberge, -n",die,noun,-n,,Wo habt ihr übernachtet? || – In einer Jugendherberge.,53
b1_1587,B1,jung,young,genç,joven,شاب,jung 1.,,word,,,Für diesen Film bist du noch zu jung. || Meine Mutter ist jung geblieben. || Claudia ist 21. || – Was? || Noch so jung? || Ich habe sehr jung geheiratet. || Bei uns im Haus wohnen viele junge Leute. || Mein Bruder ist zehn Jahre jünger als ich. || Ich bin in unserer Familie die Jüngste.,53
b1_1588,B1,"der Junge, -n (D) →A, CH:","the boy, -n (D) →A, CH:","oğlan, -n (D) →A, CH:","el niño, -n (D) →A, CH:",الصبي، -n (D) →A، CH:,"der Junge, -n (D) →A, CH:",der,noun,"-n (D) →A, CH:",,In der Schulklasse sind 15 Jungen und,53
b1_1589,B1,Bub,boy,erkek çocuk,chico,ولد,Bub,,noun,,,10 Mädchen.,53
b1_1590,B1,"das Kabel, -","the cable, -","kablo, -","el cable, -",الكابل، -,"das Kabel, - 1.",das,noun,- 1.,,Wo ist das Kabel für das Aufnahme- gerät? || Mit Kabel bekommen Sie über 30 Fernsehkanäle.,53
b1_1591,B1,"die Kabine, -n","the cabin, -n","kabin, -n","la cabaña, -n",المقصورة، -ن,"die Kabine, -n",die,noun,-n,,"Um zu wählen, gehen Sie bitte in diese Kabine.",53
b1_1592,B1,der Kaffee,the coffee,kahve,el cafe,القهوة,der Kaffee 1.,der,noun,,,"Bring bitte noch eine Packung Kaffee mit. || Zum Frühstück trinke ich gerne Kaffee. || Wir sind bei Müllers zum Kaffee einge- laden. || Einen Kaffee, bitte.",53
b1_1593,B1,"das Kaffeehaus, ¨-er (A)","the coffee house, ¨-er (A)","kahvehane, ¨-er (A)","la cafeteria, ¨-er (A)",المقهى، ¨-إيه (أ),"das Kaffeehaus, ¨-er (A)",das,noun,¨-er (A),,Hier in der Nähe ist ein Kaffeehaus. || Lass uns einen Kaffee trinken.,53
b1_1594,B1,"der Kakao, -s","the cocoa, -s","kakao, -s","el cacao, -s",الكاكاو، -s,"der Kakao, -s",der,noun,-s,,Zum Frühstück trinke ich immer einen Kakao.,53
b1_1595,B1,"1. der Kalender, -","1. the calendar, -","1. takvim, -","1. el calendario, -",1. التقويم، -,"1. der Kalender, -",,other,,,Ich habe den Termin in meinem Kalender notiert. || Haben Sie am Montag Zeit? || – Moment. || Ich muss erst in meinem Terminkalen- der nachschauen.,53
b1_1596,B1,kalt,cold,soğuk,frío,بارد,kalt 1.,,word,,,Es ist kalt heute. || Du hast ja ganz kalte Hände. || Das Mittagessen ist kalt geworden. || Abends essen wir immer kalt. || Wir hatten einen kalten Winter. || Mir ist kalt. || Mach bitte die Heizung an.,53
b1_1597,B1,die Kälte,the cold,soğuk,el frio,البرد,die Kälte,die,noun,,,Bei dieser Kälte fahre ich nicht mit dem Fahrrad.,53
b1_1598,B1,"die Kamera, -s","the camera, -s","kamera, -s","la cámara, -s",الكاميرا، -s,"die Kamera, -s",die,noun,-s,,Ich habe eine ganz neue Kamera.,53
b1_1599,B1,"kämpfen, kämpft,","fight, fight","dövüş, dövüş","pelear, pelear",قتال، قتال,"kämpfen, kämpft,",,word,,,Die Frauen kämpfen für mehr Rechte.,53
b1_1600,B1,"kämpfte, hat gekämpft","fought, fought","savaştı, savaştı","peleó, peleó",قاتل، قاتل,"kämpfte, hat gekämpft",,word,,,,53
b1_1601,B1,"der Kampf, ¨-e","the fight, ¨-e","kavga, ¨-e","la pelea, ¨-e",القتال، ¨-ه,"der Kampf, ¨-e",der,noun,¨-e,,Im Schulbus gibt es immer einen Kampf um die Sitzplätze.,53
b1_1602,B1,"der Kanal, ¨-e","the channel, ¨-e","kanal, ¨-e","el canal, ¨-e",القناة، ¨-ه,"der Kanal, ¨-e",der,noun,¨-e,,Mit Kabel bekommen Sie über 30 Fernsehkanäle.,53
b1_1603,B1,"der Kandidat, -en","the candidate, -en","aday, -tr","el candidato, -es",المرشح، -en,"der Kandidat, -en",der,noun,-en,,Wie viele Kandidaten kommen zur Prüfung?,53
b1_1604,B1,"die Kanne, -n","the pot, -n","tencere, -n","la olla, -n",وعاء، -ن,"die Kanne, -n 1.",die,noun,-n 1.,,"Das ist aber eine schöne Teekanne. || – Ja, die ist aus China. || Bitte einen Kaffee! || – Eine Tasse oder ein Kännchen?",53
b1_1605,B1,"die Kantine, -n","the canteen, -n","kantin, -n","la cantina, -n",المقصف، -ن,"die Kantine, -n",die,noun,-n,,In unserer Kantine kann man günstig essen.,53
b1_1606,B1,"das Kapitel, -","the chapter, -","bölüm, -","el capítulo, -",الفصل، -,"das Kapitel, -",das,noun,-,,"Die Lehrerin hat gesagt, wir sollen zwei Kapitel im Buch wiederholen.",53
b1_1607,B1,kaputt,broken,kırık,roto,مكسور,kaputt 1.,,word,,,Unsere Waschmaschine ist kaputt. || Ich bin noch ganz kaputt von der Reise.,54
b1_1608,B1,kaputtgehen1.,break1.,mola1.,descanso1.,استراحة1.,kaputtgehen1.,,word,,,Pass bitte mit diesem Glas auf. || Es geht leicht kaputt. || Der Fernseher ist gestern kaputt- gegangen.,54
b1_1609,B1,kaputtmachen,break something,bir şeyi kırmak,romper algo,كسر شيئا,kaputtmachen,,verb,,,Wer hat die Lampe kaputtgemacht?,54
b1_1610,B1,"der Karneval, -s/-e (D) →","the carnival, -s/-e (D) →","karnaval, -s/-e (D) →","el carnaval, -s/-e (D) →",الكرنفال، -s/-e (د) →,"der Karneval, -s/-e (D) →",der,noun,-s/-e (D) →,,Dort hängt mein Kostüm für den,54
b1_1611,B1,"D, A: Fasching; CH: Fas-","D, A: Carnival; CH: Fas-","D, A: Karnaval; CH: Fas-","D, A: Carnaval; CH: Fas-",د، أ: الكرنفال؛ CH: فاس-,"D, A: Fasching; CH: Fas-",,noun,,,Karnevals(um)zug.,54
b1_1612,B1,nacht,night,gece,noche,ليلة,nacht,,word,,,,54
b1_1613,B1,"die Karotte, -n →D:","the carrot, -n →D:","havuç, -n →D:","la zanahoria, -n →D:",الجزرة، -ن →D:,"die Karotte, -n →D:",die,noun,-n →D:,,Hasen fressen gern Karotten.,54
b1_1614,B1,Möhre; CH: Rüebli,Carrot; CH: Carrots,Möhre; CH: Rüebli,Zanahoria; CH: Zanahorias,جزرة؛ CH: الجزر,Möhre; CH: Rüebli,,noun,,,,54
b1_1615,B1,"die Karriere, -n","the career, -n","kariyer, -n","la carrera, -n",المهنة، -ن,"die Karriere, -n",die,noun,-n,,Mein Bruder hat große Pläne. || Er will Karriere machen.,54
b1_1616,B1,"die Karte, -n","the card, -n","kart, -n","la tarjeta, -n",البطاقة، -ن,"die Karte, -n 1.",die,noun,-n 1.,,"Schreibst du mir eine Karte aus dem Urlaub? || Diese Karte gilt nur für die || Klasse. || Hast du schon die Karten für das Konzert abgeholt? || Haben Sie eine Karte von Nord- deutschland? || Herr Ober, bitte die Speisekarte. || Spielen Sie Karten?",54
b1_1617,B1,"die Chipkarte, -n","the chip card, -n","çip kartı, -n","la tarjeta con chip, -n",البطاقة الذكية، -ن,"die Chipkarte, -n",die,noun,-n,,Ich habe eine Chipkarte für diesen Automaten.,54
b1_1618,B1,"→CH: die Fahrkarte, -n","→CH: the ticket, -n","→CH: bilet, -n","→CH: el billete, -n",→CH: التذكرة، -n,"→CH: die Fahrkarte, -n",,other,,,Fahrkarten können Sie am Schalter,54
b1_1619,B1,Billett,Ticket,Bilet,Boleto,تذكرة,Billett,,noun,,,kaufen.,54
b1_1620,B1,"die Kartoffel, -n →A: Er-","the potato, -n →A: Er-","patates, -n →A: Er-","la papa, -n →A: Er-",البطاطس، -n →A: Er-,"die Kartoffel, -n →A: Er-",die,noun,-n →A: Er-,,Kann ich bitte noch Kartoffeln,54
